,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
19758,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"227-06 STRONGHURST AVE, 25-16", ,11427,0,0,0, -  , -  ,1951,2,C6,174000,3/2/2017 0:00
19759,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"226-11 MANOR ROAD, 27-1", ,11427,0,0,0, -  , -  ,1951,2,C6,162000,7/21/2017 0:00
19760,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7914,2, ,C6,"82-36 229 STREET, 28-19", ,11427,0,0,0, -  , -  ,1951,2,C6,193000,8/18/2017 0:00
19762,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"224-10 MANOR ROAD, 10-8", ,11427,0,0,0, -  , -  ,1951,2,C6,207000,10/11/2016 0:00
19763,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"224-25 HILLSIDE AVENUE, 2-18", ,11427,0,0,0, -  , -  ,1951,2,C6,188750,10/19/2016 0:00
19764,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"224-17 HILLSIDE AVENUE, 2-10", ,11427,0,0,0, -  , -  ,1951,2,C6,175900,12/27/2016 0:00
19765,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"221-14 MANOR, 1-8", ,11427,0,0,0, -  , -  ,1951,2,C6,162000,3/6/2017 0:00
19766,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"221-14 MANOR ROAD, 1-7", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,3/20/2017 0:00
19767,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"221-16 MANOR ROAD, 10", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,4/13/2017 0:00
19768,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"225-02 MANOR ROAD, B-8-1", ,11427,0,0,0, -  , -  ,1951,2,C6,212000,3/1/2017 0:00
19769,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"221-24 MANOR ROAD, 11-3", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,5/23/2017 0:00
19770,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"225-17 HILLSIDE AVENUE, 4-4", ,11427,0,0,0, -  , -  ,1951,2,C6,205000,6/15/2017 0:00
19771,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"221-04 MANOR ROAD, 1-2", ,11427,0,0,0, -  , -  ,1951,2,C6,215000,6/23/2017 0:00
19772,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"224-34 MANOR ROAD, 9-11", ,11427,0,0,0, -  , -  ,1951,2,C6,250000,7/13/2017 0:00
19773,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"226-34 MANOR ROAD, 7", ,11427,0,0,0, -  , -  ,1951,2,C6,218000,7/28/2017 0:00
19775,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7929,2, ,C6,"224-10 MANOR ROAD, 10-8", ,11427,0,0,0, -  , -  ,1951,2,C6,233888,8/28/2017 0:00
19776,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"227-15 88 AVENUE, 2F", ,11427,0,0,0, -  , -  ,1951,2,C6,163999,11/10/2016 0:00
19777,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"229-07A 87TH AVENUE, 46-8", ,11427,0,0,0, -  , -  ,1951,2,C6,215000,11/17/2016 0:00
19779,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"229-02 87TH AVENUE, 46-11", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,12/22/2016 0:00
19780,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"226-03 88TH AVENUE, 42-13", ,11427,0,0,0, -  , -  ,1951,2,C6,215000,1/3/2017 0:00
19781,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"225-23 88TH AVENUE, 41-18", ,11427,0,0,0, -  , -  ,1951,2,C6,179888,2/10/2017 0:00
19782,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"229-17 87TH AVENUE, 45-6", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,3/13/2017 0:00
19783,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"86-10 231 STREET, 4905", ,11427,0,0,0, -  , -  ,1951,2,C6,163500,4/6/2017 0:00
19784,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7943,200, ,C6,"225-35 88TH AVENUE, 42-9", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,8/14/2017 0:00
19785,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"227-24 88TH AVENUE, 34-23", ,11427,0,0,0, -  , -  ,1951,2,C6,155000,9/13/2016 0:00
19786,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"225-30 88TH AVENUE, 37-10", ,11427,0,0,0, -  , -  ,1951,2,C6,155000,10/21/2016 0:00
19787,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"225-02 88TH AVENUE, 39-2", ,11427,0,0,0, -  , -  ,1951,2,C6,155000,10/26/2016 0:00
19789,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"227-04 88 AVENUE, 34-4", ,11427,0,0,0, -  , -  ,1951,2,C6,155000,11/30/2016 0:00
19790,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"225-22 88TH AVENUE, B37-1", ,11427,0,0,0, -  , -  ,1951,2,C6,177485,12/2/2016 0:00
19791,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"221-17 BRADDOCK AVENUE, 3216", ,11427,0,0,0, -  , -  ,1951,2,C6,205000,12/22/2016 0:00
19792,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"225-04 88TH AVENUE, 38-1", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,1/18/2017 0:00
19795,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"225-28 88TH AVE, B37", ,11427,0,0,0, -  , -  ,1951,2,C6,175000,7/25/2017 0:00
19796,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"225-32 88TH AVENUE, 37-12", ,11427,0,0,0, -  , -  ,1951,2,C6,175000,8/18/2017 0:00
19797,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,7945,25, ,C6,"224-12 HILLSIDE AVENUE, 39-5", ,11427,0,0,0, -  , -  ,1951,2,C6,160000,8/23/2017 0:00
19798,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,10682,53, ,C6,"214-55A HILLSIDE AVENUE, A", ,11427,0,0,0, -  , -  ,1949,2,C6,125000,10/20/2016 0:00
19799,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,10682,53, ,C6,"214-41B HILLSIDE AVENUE, 41B", ,11427,0,0,0, -  , -  ,1949,2,C6,153000,1/23/2017 0:00
19800,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,10682,53, ,C6,"214-57B HILLSIDE AVENUE, 57B", ,11427,0,0,0, -  , -  ,1949,2,C6,140000,3/21/2017 0:00
19801,4,QUEENS VILLAGE,09 COOPS - WALKUP APARTMENTS               ,2,10682,65, ,C6,"214-23 HILLSIDE AVENUE, 21S", ,11427,0,0,0, -  , -  ,1949,2,C6,100000,2/17/2017 0:00
19802,4,QUEENS VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,7968,31, ,D4,"222-89 BRADDOCK AVENUE, 2H", ,11428,0,0,0, -  , -  ,1964,2,D4,137341,11/15/2016 0:00
19803,4,QUEENS VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,7968,31, ,D4,"222-89 BRADDOCK AVE, 4B", ,11428,0,0,0, -  , -  ,1964,2,D4,133000,12/9/2016 0:00
19804,4,QUEENS VILLAGE,14 RENTALS - 4-10 UNIT                     ,2B,7951,60, ,S9,86-56 RANGE STREET, ,11427,6,3,9,6750,5928,1978,2,S9,1380000,10/12/2016 0:00
19806,4,QUEENS VILLAGE,14 RENTALS - 4-10 UNIT                     ,2A,10775,5, ,S4,220-01 HEMPSTEAD AVENUE, ,11429,4,1,5,1980,4200,1913,2,S4,675000,8/22/2017 0:00
19808,4,QUEENS VILLAGE,22 STORE BUILDINGS                         ,4,10695,12, ,K4,219-07 JAMAICA AVENUE, ,11428,1,1,2,1671,1900,1931,4,K4,650000,2/10/2017 0:00
19811,4,QUEENS VILLAGE,22 STORE BUILDINGS                         ,4,11106,59, ,K4,218-36 HEMPSTEAD AVENUE, ,11429,2,3,5,1340,2400,1930,4,K4,567000,5/5/2017 0:00
19813,4,QUEENS VILLAGE,29 COMMERCIAL GARAGES                      ,4,10757,32, ,G2,223-20 BRADDOCK AVENUE, ,11428,0,1,1,2388,1204,1931,4,G2,575000,12/15/2016 0:00
19814,4,QUEENS VILLAGE,29 COMMERCIAL GARAGES                      ,4,10757,32, ,G2,223-20 BRADDOCK AVENUE, ,11428,0,1,1,2388,1204,1931,4,G2,575000,10/17/2016 0:00
19816,4,QUEENS VILLAGE,29 COMMERCIAL GARAGES                      ,4,11083,85, ,G2,215-24 HEMPSTEAD AVENUE, ,11429,0,1,1,7500,1600,1950,4,G2,1070000,2/7/2017 0:00
19818,4,QUEENS VILLAGE,31 COMMERCIAL VACANT LAND                  ,4,10680,45, ,V1,SPRINGFIELD BLVD, ,0,0,0,0,5943, -  ,0,4,V1,700000,8/23/2017 0:00
19819,4,QUEENS VILLAGE,32 HOSPITAL AND HEALTH FACILITIES          ,4,10725,94, ,I5,220-03 JAMAICA AVENUE, ,11428,0,1,1,5040,5600,1924,4,I5,1025000,9/13/2016 0:00
6746,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,505,34, ,A1,219 VAN DUZER STREET, ,10301,1,0,1,2726,864,1899,1,A1,370000,8/10/2017 0:00
6747,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,506,48, ,A1,24 BREWSTER STREET, ,10304,1,0,1,4175,1381,1899,1,A1,235000,7/5/2017 0:00
6748,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,510,13, ,A1,79 WAVE STREET, ,10304,1,0,1,4104,978,1945,1,A1,337500,9/30/2016 0:00
6750,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,514,30, ,A1,63 WILLIAM STREET, ,10304,1,0,1,5000,1604,1899,1,A1,465000,12/1/2016 0:00
6752,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,516,57, ,A1,84 BREWSTER STREET, ,10304,1,0,1,1975,1235,1899,1,A1,299000,9/28/2016 0:00
6753,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,518,129, ,A1,152 BEACH STREET, ,10304,1,0,1,2500,1593,1899,1,A1,350000,6/15/2017 0:00
6754,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,519,111, ,A1,34 SMITH TERRACE, ,10304,1,0,1,5280,2248,1925,1,A1,620000,12/22/2016 0:00
6755,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,520,34, ,A1,457 ST PAULS AVENUE, ,10304,1,0,1,5610,1320,1910,1,A1,247362,10/24/2016 0:00
6758,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,527,85, ,A9,52 TAPPEN COURT, ,10304,1,0,1,1458,1912,1989,1,A9,390935,5/18/2017 0:00
6760,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,527,162, ,A9,41 TAPPEN COURT, ,10304,1,0,1,1652,880,1989,1,A9,310000,6/29/2017 0:00
6762,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,532,8, ,A5,110A BROAD STREET, ,10304,1,0,1,1300,1086,2004,1,A5,350000,8/2/2017 0:00
6763,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,532,8, ,A5,110A BROAD STREET, ,10304,1,0,1,1300,1086,2004,1,A5,350000,8/2/2017 0:00
6764,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,532,8, ,A5,110A BROAD STREET, ,10304,1,0,1,1300,1086,2004,1,A5,192660,1/30/2017 0:00
6765,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,536,9, ,A1,18 GROVE STREET, ,10304,1,0,1,1800,1296,1899,1,A1,335000,11/17/2016 0:00
6767,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,536,91, ,A1,483 VAN DUZER STREET, ,10304,1,0,1,8208,800,1935,1,A1,379000,12/6/2016 0:00
6768,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,541,10, ,S1,189 BROAD STREET, ,10304,1,1,2,2500,2244,1931,1,S1,255000,2/10/2017 0:00
6769,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,542,24, ,A1,9 PURROY PLACE, ,10304,1,0,1,5952,1544,1920,1,A1,180000,9/16/2016 0:00
6770,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,543,30, ,A1,101 TARGEE STREET, ,10304,1,0,1,2550,1496,1901,1,A1,324000,4/7/2017 0:00
6773,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,544,62, ,A1,597 VAN DUZER STREET, ,10304,1,0,1,3625,1188,1920,1,A1,155000,1/13/2017 0:00
6774,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,544,80, ,A5,561 VAN DUZER STREET, ,10304,1,0,1,2953,1012,1910,1,A5,390000,5/2/2017 0:00
6775,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,544,86, ,A1,537 VAN DUZER STREET, ,10304,1,0,1,2985,1488,1910,1,A1,430300,2/2/2017 0:00
6776,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,1, ,A1,243 VANDERBILT AVENUE, ,10304,1,0,1,6000,1552,1935,1,A1,480000,11/17/2016 0:00
6777,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,130, ,A5,40 HILL STREET, ,10304,1,0,1,1864,900,1997,1,A5,261386,9/27/2016 0:00
6778,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,158, ,A5,33 SUSAN COURT, ,10304,1,0,1,1715,900,1998,1,A5,290000,3/31/2017 0:00
6779,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,160, ,A5,37 SUSAN COURT, ,10304,1,0,1,1715,900,1998,1,A5,283000,3/24/2017 0:00
6780,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,214, ,A1,87 COURSEN PLACE, ,10304,1,0,1,2370,1424,1930,1,A1,370000,11/15/2016 0:00
6781,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,231, ,A1,111 COURSEN PLACE, ,10304,1,0,1,2400,1280,1925,1,A1,435000,6/14/2017 0:00
6782,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,556,231, ,A1,111 COURSEN PLACE, ,10304,1,0,1,2400,1280,1925,1,A1,260000,12/8/2016 0:00
6783,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,562,28, ,A2,267 GORDON STREET, ,10304,1,0,1,3600,408,1920,1,A2,321300,7/12/2017 0:00
6785,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,562,35, ,A1,253 GORDON STREET, ,10304,1,0,1,3000,992,1910,1,A1,227688,10/28/2016 0:00
6787,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,563,38, ,A1,215 TARGEE STREET, ,10304,1,0,1,5100,1244,1920,1,A1,240000,11/16/2016 0:00
6788,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,563,41, ,A1,211 TARGEE STREET, ,10304,1,0,1,3000,1734,2016,1,A1,417768,9/2/2016 0:00
6789,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,563,132, ,A1,284 GORDON STREET, ,10304,1,0,1,3000,1500,2016,1,A1,441090,1/18/2017 0:00
6790,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,563,139, ,A1,298 GORDON STREET, ,10304,1,0,1,2500,996,1920,1,A1,237000,7/10/2017 0:00
6791,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,565,67, ,A1,208 TARGEE STREET, ,10304,1,0,1,4573,1144,1910,1,A1,225000,7/21/2017 0:00
6792,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,565,67, ,A1,208 TARGEE STREET, ,10304,1,0,1,4573,1144,1910,1,A1,184548,11/14/2016 0:00
6793,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,567,2, ,A1,19 LAUREL AVENUE, ,10304,1,0,1,2933,1134,1931,1,A1,158000,4/14/2017 0:00
6794,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,567,9, ,A1,1 LAUREL AVENUE, ,10304,1,0,1,1725,1024,1920,1,A1,154000,3/28/2017 0:00
6795,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,582,36, ,A1,21 CATLIN AVENUE, ,10304,1,0,1,5000,1796,1915,1,A1,590000,8/10/2017 0:00
6796,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,586,31, ,A2,100 MARION AVENUE, ,10304,1,0,1,5232,1164,1945,1,A2,435000,5/8/2017 0:00
6797,5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,1,613,146, ,A1,26 NORWOOD COURT, ,10304,1,0,1,20166,5376,1950,1,A1,985000,2/2/2017 0:00
6798,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,492,3, ,S2,595 BAY STREET, ,10304,2,1,3,1660,4820,1910,1,S2,25000,2/28/2017 0:00
6799,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,492,4, ,S2,593 BAY STREET, ,10304,2,1,3,2237,4144,1931,1,S2,25000,2/28/2017 0:00
6800,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,505,100, ,S2,388 BAY STREET,10,10301,2,1,3,2313,2016,1953,1,S2,580000,10/26/2016 0:00
6802,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,513,3, ,S2,556 BAY STREET, ,10304,2,1,3,2625,5525,1931,1,S2,750000,11/9/2016 0:00
6803,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,515,1, ,B2,292 VAN DUZER STREET, ,10304,2,0,2,15848,4240,1931,1,B2,685000,6/26/2017 0:00
6804,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,515,21, ,B3,330 VAN DUZER STREET, ,10304,2,0,2,4800,2012,1901,1,B3,420000,12/8/2016 0:00
6806,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,522,99, ,B3,112 BOYD STREET, ,10304,2,0,2,3000,1690,1920,1,B3,334620,11/2/2016 0:00
6809,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,526,80, ,B9,16 WRIGHT STREET, ,10304,2,0,2,1918,1540,2001,1,B9,214000,2/15/2017 0:00
6810,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,527,61, ,S2,215 CANAL STREET, ,10304,2,1,3,4500,3320,1931,1,S2,25000,8/2/2017 0:00
6812,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,529,63, ,B2,65 TOMPKINS STREET, ,10304,2,0,2,1875,1480,1915,1,B2,295074,12/15/2016 0:00
6814,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,530,23, ,B1,12 TOMPKINS STREET, ,10304,2,0,2,4800,2544,1920,1,B1,530000,1/18/2017 0:00
6816,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,536,73, ,B2,15 TARGEE STREET, ,10304,2,0,2,2600,1544,1901,1,B2,214700,6/9/2017 0:00
6818,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,540,27, ,B2,61 GORDON STREET, ,10304,2,0,2,2500,1250,1910,1,B2,325000,2/15/2017 0:00
6819,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,541,57, ,B2,40 CEDAR STREET, ,10304,2,0,2,1620,1320,1920,1,B2,300000,12/2/2016 0:00
6820,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,541,59, ,B2,42 CEDAR STREET, ,10304,2,0,2,1560,1320,1920,1,B2,300000,2/6/2017 0:00
6822,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,544,148, ,B2,120 TARGEE STREET, ,10304,2,0,2,3750,2519,1920,1,B2,420000,2/17/2017 0:00
6824,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,544,206, ,B9,36 TARGEE STREET, ,10304,2,0,2,2000,1312,1990,1,B9,322000,1/13/2017 0:00
6826,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,556,240, ,B3,18 COURSEN COURT, ,10304,2,0,2,2528,1204,1925,1,B3,10500,10/25/2016 0:00
6827,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,556,292, ,B2,131 OSGOOD AVENUE, ,10304,2,0,2,5000,1672,1930,1,B2,548000,4/25/2017 0:00
6829,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,557,24, ,B1,146 PINE PLACE, ,10304,2,0,2,3400,1656,1910,1,B1,408000,12/19/2016 0:00
6830,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,557,24, ,B1,146 PINE PLACE, ,10304,2,0,2,3400,1656,1910,1,B1,215000,9/29/2016 0:00
6831,5,STAPLETON,02 TWO FAMILY DWELLINGS                    ,1,559,19, ,B2,233 VANDERBILT AVENUE, ,10304,2,0,2,5000,1189,1920,1,B2,200000,8/10/2017 0:00
6833,5,STAPLETON,03 THREE FAMILY DWELLINGS                  ,1,517,113, ,C0,52 JACKSON STREET, ,10304,3,0,3,2050,2080,1920,1,C0,481650,5/16/2017 0:00
6834,5,STAPLETON,03 THREE FAMILY DWELLINGS                  ,1,544,149, ,C0,122 TARGEE STREET, ,10304,3,0,3,3750,1860,1920,1,C0,267750,10/7/2016 0:00
6835,5,STAPLETON,03 THREE FAMILY DWELLINGS                  ,1,544,149, ,C0,122 TARGEE STREET, ,10304,3,0,3,3750,1860,1920,1,C0,195094,9/23/2016 0:00
6837,5,STAPLETON,03 THREE FAMILY DWELLINGS                  ,1,567,28, ,C0,286 TARGEE STREET, ,10304,3,0,3,4500,1840,1870,1,C0,600000,9/15/2016 0:00
6839,5,STAPLETON,05 TAX CLASS 1 VACANT LAND                 ,1B,514,34, ,V0,BREWSTER STREET, ,0,0,0,0,7500, -  ,0,1,V0,280000,10/25/2016 0:00
6841,5,STAPLETON,07 RENTALS - WALKUP APARTMENTS             ,2B,526,6, ,C1,79 BROAD STREET, ,10304,8,0,8,6484,8571,1931,2,C1,1600000,3/17/2017 0:00
6842,5,STAPLETON,07 RENTALS - WALKUP APARTMENTS             ,2A,611,58, ,C5,94 TROSSACH ROAD, ,10304,5,0,5,7730,2150,1950,2,C5,692500,7/11/2017 0:00
6844,5,STAPLETON,14 RENTALS - 4-10 UNIT                     ,2A,563,88, ,S5,202 GORDON STREET, ,10304,5,1,6,3000,4620,1931,2,S5,350000,10/28/2016 0:00
6845,5,STAPLETON,21 OFFICE BUILDINGS                        ,4,513,2, ,O2,552 BAY STREET, ,10304,0,1,1,2580,2796,1931,4,O2,470000,6/23/2017 0:00
6846,5,STAPLETON,21 OFFICE BUILDINGS                        ,4,513,19, ,O1,45 BEACH STREET, ,10304,0,1,1,18000,7396,1955,4,O1,3700000,6/22/2017 0:00
6849,5,STAPLETON,22 STORE BUILDINGS                         ,4,496,101, ,K1,681 BAY STREET, ,10304,0,1,1,4526,3850,1931,4,K1,800000,9/8/2016 0:00
6851,5,STAPLETON,22 STORE BUILDINGS                         ,4,513,1, ,K4,550 BAY STREET, ,10304,2,2,4,2477,4500,1931,4,K4,825000,7/21/2017 0:00
6853,5,STAPLETON,29 COMMERCIAL GARAGES                      ,4,488,9, ,G7,475 BAY STREET, ,10304,0,0,0,53422, -  ,0,4,G7,3450000,11/10/2016 0:00
6854,5,STAPLETON,29 COMMERCIAL GARAGES                      ,4,512,70, ,G1,58 SANDS STREET, ,10304,0,1,1,6375,3400,1984,4,G1,1250000,5/17/2017 0:00
6855,5,STAPLETON,30 WAREHOUSES                              ,4,513,100, ,E1,80 PROSPECT STREET, ,10304,0,1,1,2500,1257,1931,4,E1,50000,11/9/2016 0:00
6856,5,STAPLETON,30 WAREHOUSES                              ,4,513,100, ,E1,80 PROSPECT STREET, ,10304,0,1,1,2500,1257,1931,4,E1,350000,11/9/2016 0:00
6857,5,STAPLETON,31 COMMERCIAL VACANT LAND                  ,4,525,2, ,V1,THOMPSON STREET, ,10304,0,0,0,1000, -  ,0,4,V1,50000,6/7/2017 0:00
6858,5,STAPLETON,31 COMMERCIAL VACANT LAND                  ,4,526,8, ,V1,BROAD STREET, ,0,0,0,0,5790, -  ,0,4,V1,150000,3/17/2017 0:00
6859,5,STAPLETON,31 COMMERCIAL VACANT LAND                  ,4,527,65, ,V1,CANAL STREET, ,10304,0,0,0,3000, -  ,0,4,V1,1275000,10/6/2016 0:00
6863,5,STAPLETON,31 COMMERCIAL VACANT LAND                  ,4,528,26, ,V1,BROWNELL STREET, ,0,0,0,0,3000, -  ,0,4,V1,2200000,1/13/2017 0:00
6864,5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2836,11, ,A5,18 VANDERBILT AVENUE, ,10304,1,0,1,1607,1116,2003,1,A5,399000,3/3/2017 0:00
6865,5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2838,21, ,A1,120 VANDERBILT AVENUE, ,10304,1,0,1,5000,2700,1901,1,A1,450000,10/14/2016 0:00
6867,5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2839,31, ,A1,120 NORWOOD AVENUE, ,10304,1,0,1,5000,2058,1905,1,A1,400000,11/29/2016 0:00
6868,5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2839,135, ,A1,49 TOWNSEND AVENUE, ,10304,1,0,1,5376,2820,1899,1,A1,550000,11/30/2016 0:00
6869,5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,1,2839,160, ,A5,99 TOWNSEND AVENUE, ,10304,1,0,1,2750,1200,2005,1,A5,450000,12/15/2016 0:00
